Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude
Moselle,57700,Vaudreching,491.0,49.25,6.550003
Moselle,57711,Vibersviller,390.0,48.95,6.949997
Moselle,57714,Haute-Vigneulles,442.0,49.05,6.550003
Moselle,57716,Vigy,1607.0,49.25,6.350006
Moselle,57767,Stuckange,1396.0,49.35,6.25
Nièvre,58045,La Celle-sur-Nièvre,158.0,47.25,3.25
Nièvre,58057,Chantenay-Saint-Imbert,1106.0,46.75,3.149994
Nièvre,58079,Clamecy,3593.0,47.45,3.550003
Nièvre,58097,Diennes-Aubigny,90.0,46.95,3.550003
Nièvre,58149,Luzy,1988.0,46.85,4.050003
Nièvre,58170,Monceaux-le-Comte,124.0,47.35,3.649994
Nièvre,58192,Neuville-lès-Decize,215.0,46.75,3.25
Nièvre,58246,Saint-Honoré-les-Bains,691.0,46.95,3.850006
Nièvre,58254,Saint-Martin-d'Heuille,559.0,47.05,3.25
Nord,59081,Bévillers,549.0,50.15,3.350006
Nord,59091,Borre,576.0,50.75,2.550003
Nord,59148,Clairfayts,363.0,50.15,4.149994
Nord,59152,Comines,12671.0,50.75,3.050003
Nord,59209,Esnes,674.0,50.05,3.350006
Nord,59210,Esquelbecq,2134.0,50.85,2.449997
Nord,59214,Estrées,1116.0,50.35,3.050003
Nord,59251,Frasnoy,379.0,50.25,3.649994
Nord,59269,Gouzeaucourt,1454.0,50.05,3.149994
Nord,59323,Jenlain,1159.0,50.35,3.649994
Nord,59328,Lambersart,27121.0,50.65,3.050003
Nord,59333,Larouillies,248.0,50.05,3.949997
Nord,59428,Neuville-Saint-Rémy,3912.0,50.15,3.25
Nord,59443,Ochtezeele,375.0,50.85,2.350006
Nord,59461,Petit-Fayt,294.0,50.05,3.850006
Nord,59464,Poix-du-Nord,2185.0,50.15,3.649994
Nord,59513,Roucourt,457.0,50.35,3.149994
Nord,59620,Villers-au-Tertre,667.0,50.35,3.149994
Nord,59625,Villers-Plouich,389.0,50.05,3.149994
Nord,59645,Wasnes-au-Bac,587.0,50.25,3.25
Oise,60017,Ansauvillers,1163.0,49.55,2.350006
Oise,60061,Belloy,76.0,49.55,2.649994
Oise,60155,Cires-lès-Mello,3989.0,49.25,2.350006
Oise,60217,Escames,217.0,49.55,1.8500061
Oise,60222,Essuiles,535.0,49.45,2.25
Oise,60236,Flavy-le-Meldeux,222.0,49.65,3.050003
Oise,60238,Fleurines,1827.0,49.25,2.550003
Oise,60251,Fouquerolles,288.0,49.45,2.25
Oise,60295,Halloy,441.0,49.65,1.949997
Oise,60340,Lagny,525.0,49.65,2.949997
Oise,60364,Lieuvillers,699.0,49.45,2.449997
Oise,60383,Margny-sur-Matz,536.0,49.55,2.75
Oise,60416,Montgérain,168.0,49.55,2.550003
Oise,60451,Neuilly-sous-Clermont,1612.0,49.35,2.350006
Oise,60469,Novillers,355.0,49.25,2.25
Oise,60490,Pierrefitte-en-Beauvaisis,366.0,49.45,1.949997
Oise,60504,Ponchon,1139.0,49.35,2.149994
Oise,60507,Pontoise-lès-Noyon,450.0,49.55,3.050003
Oise,60525,Raray,122.0,49.25,2.75
Oise,60596,Saint-Samson-la-Poterie,238.0,49.55,1.75
Oise,60660,Le Vaumain,407.0,49.35,1.8500061
Oise,60676,Ville,750.0,49.55,2.949997
Orne,61007,Athis-Val de Rouvre,4216.0,48.75,-0.4500122
Orne,61035,Beauvain,271.0,48.65,-0.3499756
Orne,61050,Cour-Maugis sur Huisne,584.0,48.45,0.75
Orne,61102,Le Châtellier,403.0,48.65,-0.5499878
Orne,61217,La Lande-de-Lougé,55.0,48.75,-0.25
Orne,61238,Louvières-en-Auge,93.0,48.85,0.05000305
Orne,61243,Magny-le-Désert,1382.0,48.55,-0.3499756
Orne,61258,Le Mêle-sur-Sarthe,659.0,48.55,0.3500061
Orne,61350,La Roche-Mabile,161.0,48.45,-0.049987793
Orne,61352,Rônai,179.0,48.85,-0.15002441
Orne,61397,Saint-Germain-du-Corbéis,3693.0,48.45,0.05000305
Orne,61444,Saint-Philbert-sur-Orne,114.0,48.85,-0.3499756
Orne,61457,Saint-Symphorien-des-Bruyères,473.0,48.75,0.55000305
Pas-de-Calais,62038,Ardres,4398.0,50.85,1.949997
Pas-de-Calais,62066,Avondance,34.0,50.45,2.149994
Pas-de-Calais,62072,Bailleulmont,217.0,50.25,2.649994
Pas-de-Calais,62132,Billy-Berclau,5059.0,50.55,2.850006
Pas-de-Calais,62141,Blessy,901.0,50.65,2.350006
Pas-de-Calais,62150,Boisjean,498.0,50.45,1.75
Pas-de-Calais,62177,Brimeux,866.0,50.45,1.8500061
Pas-de-Calais,62194,Calonne-Ricouart,5463.0,50.45,2.449997
Pas-de-Calais,62252,La Couture,2616.0,50.55,2.75
Pas-de-Calais,62264,Dannes,1323.0,50.55,1.6499939
Pas-de-Calais,62322,Famechon,111.0,50.15,2.449997
Pas-de-Calais,62329,Ferques,1752.0,50.85,1.75
Pas-de-Calais,62335,Fillièvres,513.0,50.35,2.149994
Pas-de-Calais,62337,Flers,220.0,50.35,2.25
Pas-de-Calais,62350,Fouquières-lès-Béthune,1115.0,50.55,2.649994
Pas-de-Calais,62357,Fresnoy,68.0,50.35,2.149994
Pas-de-Calais,62373,Givenchy-lès-la-Bassée,1006.0,50.55,2.75
Pas-de-Calais,62461,Huby-Saint-Leu,855.0,50.35,2.050003
Pas-de-Calais,62466,Humbert,245.0,50.55,1.949997
Pas-de-Calais,62480,Labourse,2894.0,50.45,2.649994
Pas-de-Calais,62504,Leulinghem,261.0,50.75,2.149994
Pas-de-Calais,62557,Marœuil,2441.0,50.35,2.75
Pas-de-Calais,62588,Montreuil-sur-Mer,1893.0,50.45,1.75
Pas-de-Calais,62693,Rebreuve-Ranchicourt,1071.0,50.45,2.550003
Pas-de-Calais,62738,Sains-lès-Fressin,154.0,50.45,2.050003
Pas-de-Calais,62767,Saint-Pol-sur-Ternoise,4838.0,50.35,2.350006
Pas-de-Calais,62780,Sauchy-Cauchy,372.0,50.25,3.050003
Pas-de-Calais,62857,Villers-Châtel,128.0,50.35,2.550003
Puy-de-Dôme,63046,Boudes,272.0,45.45,3.149994
Puy-de-Dôme,63140,Durmignat,214.0,46.25,2.850006
Puy-de-Dôme,63174,Grandval,119.0,45.55,3.649994
Puy-de-Dôme,63209,Mareugheol,222.0,45.45,3.149994
Puy-de-Dôme,63233,Montaigut-en-Combraille,981.0,46.15,2.75
Puy-de-Dôme,63268,Pardines,297.0,45.55,3.149994
Puy-de-Dôme,63285,Pontgibaud,731.0,45.85,2.850006
Puy-de-Dôme,63312,Saint-Alyre-d'Arlanc,137.0,45.35,3.649994
Puy-de-Dôme,63321,Saint-Babel,933.0,45.55,3.25
Puy-de-Dôme,63332,Saint-Clément-de-Régnat,527.0,46.05,3.25
Puy-de-Dôme,63345,Saint-Genès-Champanelle,3883.0,45.75,3.050003
Puy-de-Dôme,63357,Saint-Hérent,113.0,45.45,3.149994
Puy-de-Dôme,63389,Saint-Quentin-sur-Sauxillanges,110.0,45.55,3.449997
Puy-de-Dôme,63406,Sardon,298.0,45.95,3.25
Puy-de-Dôme,63423,Sugères,617.0,45.55,3.449997
Puy-de-Dôme,63434,Tours-sur-Meymont,530.0,45.65,3.550003
Puy-de-Dôme,63444,Varennes-sur-Usson,308.0,45.55,3.350006
Puy-de-Dôme,63459,Villeneuve-les-Cerfs,514.0,46.05,3.350006
Pyrénées-Atlantiques,64012,Ainharp,131.0,43.25,-0.9500122
Pyrénées-Atlantiques,64081,Aussurucq,236.0,43.15,-0.9500122
Pyrénées-Atlantiques,64113,Bergouey-Viellenave,117.0,43.45,-1.0499878
Pyrénées-Atlantiques,64165,Cardesse,297.0,43.25,-0.5499878
Pyrénées-Atlantiques,64185,Cette-Eygun,59.0,42.95,-0.5499878
Pyrénées-Atlantiques,64200,Doazon,181.0,43.45,-0.5499878
Pyrénées-Atlantiques,64236,Gayon,54.0,43.45,-0.15002441
Pyrénées-Atlantiques,64270,Igon,973.0,43.15,-0.25
Pyrénées-Atlantiques,64279,Itxassou,2164.0,43.35,-1.4500122
Pyrénées-Atlantiques,64291,Labastide-Villefranche,320.0,43.45,-1.0499878
Pyrénées-Atlantiques,64343,Limendous,723.0,43.25,-0.15002441
Pyrénées-Atlantiques,64359,Lucq-de-Béarn,924.0,43.35,-0.6500244
Pyrénées-Atlantiques,64422,Oloron-Sainte-Marie,10616.0,43.15,-0.5499878
Pyrénées-Atlantiques,64425,Orègue,503.0,43.45,-1.1500244
Pyrénées-Atlantiques,64478,Saint-Faust,741.0,43.25,-0.4500122
Pyrénées-Atlantiques,64480,Saint-Gladie-Arrive-Munein,198.0,43.35,-0.9500122
Hautes-Pyrénées,65042,Asté,577.0,43.05,0.25
Hautes-Pyrénées,65050,Avajan,80.0,42.85,0.3500061
Hautes-Pyrénées,65151,Collongues,150.0,43.25,0.1499939
Hautes-Pyrénées,65194,Générest,94.0,43.05,0.55000305
Hautes-Pyrénées,65204,Gonez,29.0,43.25,0.25
Hautes-Pyrénées,65225,Hourc,109.0,43.25,0.1499939
Hautes-Pyrénées,65231,Izaux,200.0,43.05,0.3500061
Hautes-Pyrénées,65278,Lomné,33.0,43.05,0.25
Hautes-Pyrénées,65294,Lutilhous,217.0,43.15,0.3500061
Hautes-Pyrénées,65303,Mascaras,375.0,43.15,0.1499939
Hautes-Pyrénées,65321,Montignac,139.0,43.15,0.1499939
Hautes-Pyrénées,65324,Moulédous,215.0,43.25,0.25
Hautes-Pyrénées,65377,Réjaumont,152.0,43.15,0.44999695
Hautes-Pyrénées,65405,Sarlabous,77.0,43.05,0.25
Hautes-Pyrénées,65461,Vidou,91.0,43.35,0.3500061
Pyrénées-Orientales,66037,Canet-en-Roussillon,12598.0,42.65,3.050003
Pyrénées-Orientales,66040,Casefabre,43.0,42.65,2.649994
Pyrénées-Orientales,66058,Corneilla-la-Rivière,2022.0,42.75,2.75
Pyrénées-Orientales,66063,Les Cluses,233.0,42.45,2.850006
Pyrénées-Orientales,66078,Fillols,202.0,42.55,2.449997
Pyrénées-Orientales,66080,Fontpédrouse,120.0,42.45,2.149994
Pyrénées-Orientales,66118,Montner,331.0,42.75,2.649994
Pyrénées-Orientales,66149,Prades,6124.0,42.65,2.449997
Pyrénées-Orientales,66159,Réal,69.0,42.65,2.149994
Pyrénées-Orientales,66169,Saint-Arnac,104.0,42.75,2.550003
Bas-Rhin,67020,Barembach,826.0,48.45,7.25
Bas-Rhin,67021,Barr,7152.0,48.45,7.350006
Bas-Rhin,67061,Bouxwiller,3712.0,48.85,7.449997
Bas-Rhin,67066,La Broque,2595.0,48.45,7.149994
Bas-Rhin,67073,Châtenois,4235.0,48.25,7.350006
Bas-Rhin,67078,Crastatt,281.0,48.65,7.449997
Bas-Rhin,67087,Dauendorf,1448.0,48.85,7.649994
Bas-Rhin,67120,Eichhoffen,513.0,48.35,7.449997
Bas-Rhin,67126,Erckartswiller,293.0,48.85,7.350006
Bas-Rhin,67136,Eywiller,276.0,48.85,7.149994
Bas-Rhin,67202,Hochfelden,4042.0,48.75,7.550003
Bas-Rhin,67225,Issenhausen,111.0,48.85,7.550003
Bas-Rhin,67252,Kurtzenhouse,1082.0,48.75,7.850006
Bas-Rhin,67263,Lembach,1531.0,49.05,7.75
Bas-Rhin,67266,Limersheim,686.0,48.45,7.649994
Bas-Rhin,67279,Maennolsheim,239.0,48.75,7.449997
Bas-Rhin,67281,Marckolsheim,4309.0,48.15,7.550003
Bas-Rhin,67337,Nothalten,440.0,48.35,7.449997
Bas-Rhin,67410,Rosenwiller,647.0,48.55,7.449997
Bas-Rhin,67446,Schillersdorf,419.0,48.85,7.550003
Bas-Rhin,67461,Schwobsheim,327.0,48.25,7.550003
Bas-Rhin,67463,Seltz,3135.0,48.85,8.149994
Bas-Rhin,67495,Truchtersheim,4389.0,48.65,7.649994
Bas-Rhin,67527,Westhouse-Marmoutier,351.0,48.65,7.449997
Haut-Rhin,68099,Frœningen,849.0,47.75,7.25
Haut-Rhin,68106,Goldbach-Altenbach,273.0,47.85,7.149994
Haut-Rhin,68109,Griesbach-au-Val,687.0,48.05,7.149994
Haut-Rhin,68143,Porte du Ried,1856.0,48.15,7.449997
Haut-Rhin,68147,Hunawihr,568.0,48.15,7.25
Haut-Rhin,68165,Kiffis,238.0,47.45,7.350006
Haut-Rhin,68180,Leimbach,923.0,47.75,7.149994
Haut-Rhin,68187,Linsdorf,338.0,47.55,7.449997
Haut-Rhin,68202,Mertzen,192.0,47.55,7.149994
Haut-Rhin,68240,Illtal,1244.0,47.55,7.25
Haut-Rhin,68261,Rammersmatt,228.0,47.75,7.050003
Haut-Rhin,68276,Rimbachzell,192.0,47.95,7.149994
Haut-Rhin,68342,Uffholtz,1649.0,47.85,7.149994
Haut-Rhin,68343,Ungersheim,2432.0,47.85,7.350006
Haut-Rhin,68363,Werentzhouse,625.0,47.55,7.350006
Rhône,69014,Aveize,1115.0,45.65,4.449997
Rhône,69065,Corcelles-en-Beaujolais,984.0,46.15,4.75
Rhône,69084,Fleurie,1320.0,46.25,4.649994
Rhône,69107,Lamure-sur-Azergues,1055.0,46.05,4.550003
Rhône,69113,Létra,903.0,45.95,4.550003
Rhône,69117,Lissieu,3188.0,45.85,4.75
Rhône,69130,Meaux-la-Montagne,229.0,46.05,4.449997
Rhône,69132,Meys,850.0,45.65,4.350006
Rhône,69177,Sourcieux-les-Mines,2094.0,45.85,4.649994
Rhône,69183,Saint-Bonnet-le-Troncy,316.0,46.05,4.449997
Rhône,69240,Saint-Vincent-de-Reins,620.0,46.05,4.350006
Haute-Saône,70008,Ainvelle,148.0,47.85,6.25
Haute-Saône,70037,Autet,258.0,47.55,5.75
Haute-Saône,70048,Bard-lès-Pesmes,135.0,47.25,5.649994
Haute-Saône,70089,Bourguignon-lès-Morey,45.0,47.75,5.75
Haute-Saône,70095,Breurey-lès-Faverney,616.0,47.75,6.149994
Haute-Saône,70101,Broye-Aubigney-Montseugny,508.0,47.35,5.550003
Haute-Saône,70120,Champagney,3700.0,47.75,6.649994
Haute-Saône,70177,Corre,596.0,47.95,5.949997
Haute-Saône,70189,Cromary,251.0,47.35,6.050003
Haute-Saône,70213,Éhuns,218.0,47.75,6.25
Haute-Saône,70217,Esmoulières,98.0,47.85,6.649994
Haute-Saône,70222,Étrelles-et-la-Montbleuse,93.0,47.45,5.850006
Haute-Saône,70304,Linexert,117.0,47.75,6.449997
Haute-Saône,70309,Loulans-Verchamp,459.0,47.45,6.25
Haute-Saône,70329,Malvillers,65.0,47.75,5.75
Haute-Saône,70335,Maussans,58.0,47.45,6.25
Haute-Saône,70337,Melin,58.0,47.75,5.850006
Haute-Saône,70340,Membrey,215.0,47.55,5.75
Haute-Saône,70410,Pin,720.0,47.35,5.850006
Haute-Saône,70445,Rignovelle,118.0,47.75,6.449997
Haute-Saône,70468,Saint-Marcel,89.0,47.85,5.850006
Haute-Saône,70493,Sorans-lès-Breurey,447.0,47.45,6.050003
Haute-Saône,70494,Sornay,352.0,47.25,5.75
Haute-Saône,70505,Le Tremblois,156.0,47.35,5.550003
Haute-Saône,70514,Valay,659.0,47.35,5.649994
Saône-et-Loire,71066,Burgy,113.0,46.45,4.850006
Saône-et-Loire,71087,Chapaize,164.0,46.55,4.75
Saône-et-Loire,71129,Chissey-en-Morvan,281.0,47.15,4.25
Saône-et-Loire,71154,Crissey,2452.0,46.85,4.850006
Saône-et-Loire,71182,Dracy-le-Fort,1464.0,46.85,4.75
Landes,40128,Horsarrieu,695.0,43.65,-0.5499878
Loir-et-Cher,41028,Busloup,486.0,47.95,1.1499939
Loir-et-Cher,41110,Langon-sur-Cher,829.0,47.35,1.8500061
Loir-et-Cher,41144,Monteaux,719.0,47.45,1.1499939
Loir-et-Cher,41194,Romorantin-Lanthenay,18115.0,47.35,1.75
Loir-et-Cher,41208,Saint-Étienne-des-Guérets,114.0,47.55,1.050003
Loir-et-Cher,41221,Saint-Léonard-en-Beauce,642.0,47.85,1.3500061
Loir-et-Cher,41275,La Ville-aux-Clercs,1246.0,47.95,1.1499939
Loir-et-Cher,41296,Vouzon,1434.0,47.65,2.050003
Loire,42026,Briennon,1724.0,46.15,4.050003
Loire,42030,Bussy-Albieux,538.0,45.85,4.050003
Loire,42063,Chirassimont,394.0,45.95,4.25
Loire,42069,Commelle-Vernay,3029.0,46.05,4.050003
Loire,42087,Écotay-l'Olme,1265.0,45.55,4.050003
Loire,42126,Luriecq,1268.0,45.45,4.050003
Loire,42138,Maringes,675.0,45.65,4.350006
Loire,42173,Pommiers-en-Forez,365.0,45.85,4.050003
Loire,42195,Sail-sous-Couzan,989.0,45.75,3.949997
Loire,42201,Saint-Appolinard,699.0,45.35,4.649994
Loire,42217,Saint-Didier-sur-Rochefort,458.0,45.75,3.850006
Loire,42279,Saint-Just-Saint-Rambert,15419.0,45.45,4.25
Haute-Loire,43001,Agnat,173.0,45.35,3.449997
Haute-Loire,43002,Aiguilhe,1469.0,45.05,3.850006
Haute-Loire,43017,Azérat,295.0,45.35,3.350006
Haute-Loire,43049,Chamalières-sur-Loire,507.0,45.15,3.949997
Haute-Loire,43093,Félines,310.0,45.25,3.75
Haute-Loire,43139,Montclard,53.0,45.25,3.550003
Haute-Loire,43164,Roche-en-Régnier,476.0,45.25,3.949997
Haute-Loire,43229,Saint-Vidal,609.0,45.05,3.75
Haute-Loire,43233,Sanssac-l'Église,1076.0,45.05,3.75
Haute-Loire,43245,Thoras,226.0,44.85,3.550003
Loire-Atlantique,44053,Drefféac,2288.0,47.45,-2.0499878
Loire-Atlantique,44070,La Haie-Fouassière,4710.0,47.15,-1.4500122
Loire-Atlantique,44072,Herbignac,7133.0,47.45,-2.3499756
Loire-Atlantique,44073,Héric,6472.0,47.45,-1.6500244
Loire-Atlantique,44078,Juigné-des-Moutiers,329.0,47.65,-1.25
Loire-Atlantique,44149,Saffré,4036.0,47.45,-1.5499878
Loire-Atlantique,44153,Saint-Aubin-des-Châteaux,1740.0,47.75,-1.4500122
Loire-Atlantique,44197,Sion-les-Mines,1647.0,47.75,-1.5499878
Loiret,45038,Bondaroy,416.0,48.15,2.25
Loiret,45089,Chécy,8808.0,47.95,2.050003
Loiret,45152,Gémigny,214.0,47.95,1.75
Loiret,45180,Langesse,82.0,47.85,2.649994
Loiret,45210,Montbouy,730.0,47.85,2.850006
Loiret,45212,Montcresson,1252.0,47.95,2.850006
Loiret,45255,Préfontaines,433.0,48.15,2.649994
Loiret,45271,Saint-Brisson-sur-Loire,961.0,47.65,2.649994
Loiret,45277,Saint-Florent,448.0,47.65,2.449997
Loiret,45336,Viglain,859.0,47.75,2.25
Lot,46056,Carayac,107.0,44.55,1.949997
Lot,46065,Cavagnac,422.0,45.05,1.6499939
Lot,46072,Concorès,305.0,44.65,1.3500061
Lot,46177,Loubressac,505.0,44.85,1.75
Lot,46204,Montfaucon,592.0,44.65,1.550003
Lot,46277,Saint-Martin-le-Redon,196.0,44.55,1.050003
Lot,46281,Saint-Médard-de-Presque,194.0,44.85,1.8500061
Lot,46310,Soulomès,135.0,44.65,1.550003
Lot-et-Garonne,47015,Astaffort,2031.0,44.05,0.6499939
Lot-et-Garonne,47172,Moncaut,578.0,44.15,0.55000305
Lot-et-Garonne,47220,Razimet,290.0,44.35,0.25
Lot-et-Garonne,47236,Sainte-Colombe-de-Duras,102.0,44.75,0.1499939
Lot-et-Garonne,47241,Saint-Eutrope-de-Born,679.0,44.55,0.75
Lot-et-Garonne,47254,Saint-Martin-Curton,307.0,44.35,-0.049987793
Lot-et-Garonne,47282,Saint-Vincent-de-Lamontjoie,228.0,44.05,0.55000305
Lot-et-Garonne,47303,Soumensac,225.0,44.65,0.3500061
Lozère,48003,Allenc,262.0,44.55,3.649994
Lozère,48019,Barre-des-Cévennes,200.0,44.25,3.649994
Lozère,48026,Blavignac,261.0,44.85,3.25
Lozère,48030,Brenoux,387.0,44.45,3.550003
Lozère,48077,Julianges,48.0,44.95,3.350006
Lozère,48095,Mende,12316.0,44.55,3.449997
Lozère,48138,Saint-Bonnet-de-Chirac,71.0,44.55,3.25
Lozère,48147,Saint-Étienne-du-Valdonnez,638.0,44.45,3.550003
Lozère,48168,Saint-Léger-de-Peyre,192.0,44.55,3.350006
Lozère,48194,Vialas,438.0,44.35,3.850006
Maine-et-Loire,49131,Épieds,714.0,47.15,-0.049987793
Maine-et-Loire,49182,Louresse-Rochemenier,894.0,47.25,-0.3499756
Maine-et-Loire,49271,Saint-Clément-de-la-Place,2109.0,47.55,-0.75
Maine-et-Loire,49339,Soulaire-et-Bourg,1489.0,47.55,-0.5499878
Manche,50052,Beuzeville-la-Bastille,146.0,49.35,-1.3499756
Manche,50076,Bréhal,3472.0,48.95,-1.5499878
Manche,50077,Bretteville,1014.0,49.65,-1.5499878
Manche,50085,Bricqueville-sur-Mer,1266.0,48.95,-1.5499878
Manche,50108,Céaux,412.0,48.65,-1.3499756
Manche,50143,Coudeville-sur-Mer,867.0,48.85,-1.5499878
Manche,50177,Étienville,384.0,49.35,-1.4500122
Manche,50327,La Meurdraquière,195.0,48.85,-1.4500122
Manche,50361,La Mouche,244.0,48.75,-1.3499756
Manche,50369,Négreville,830.0,49.55,-1.5499878
Manche,50400,Picauville,3237.0,49.35,-1.4500122
Manche,50423,Rampan,218.0,49.15,-1.1500244
Manche,50433,Réville,1026.0,49.65,-1.25
Manche,50452,Saint-Brice-de-Landelles,657.0,48.55,-1.1500244
Manche,50476,Saint-Germain-d'Elle,214.0,49.15,-0.9500122
Manche,50490,Saint-Jean-de-la-Rivière,362.0,49.35,-1.75
Manche,50539,Saint-Pierre-Église,1822.0,49.65,-1.4500122
Manche,50548,Saint-Sauveur-de-Pierrepont,117.0,49.35,-1.6500244
Manche,50568,Saussey,452.0,49.05,-1.4500122
Manche,50576,Siouville-Hague,940.0,49.55,-1.8499756
Manche,50596,Théville,320.0,49.65,-1.4500122
Manche,50624,La Vendelée,473.0,49.05,-1.4500122
Manche,50637,Villebaudon,322.0,48.95,-1.1500244
Manche,50639,Villedieu-les-Poêles-Rouffigny,3851.0,48.85,-1.25
Marne,51002,Saint-Martin-d'Ablois,1374.0,49.05,3.850006
Marne,51066,Blaise-sous-Arzillières,321.0,48.65,4.550003
Marne,51088,Brimont,453.0,49.35,4.050003
Marne,51111,Chambrecy,148.0,49.15,3.850006
Marne,51152,Chigny-les-Roses,530.0,49.15,4.050003
Marne,51156,Cloyes-sur-Marne,123.0,48.65,4.649994
Marne,51160,Compertrix,1329.0,48.95,4.350006
Marne,51173,Cormoyeux,127.0,49.15,3.949997
Marne,51177,Coulommes-la-Montagne,206.0,49.25,3.949997
Marne,51178,Coupetz,81.0,48.85,4.350006
Marne,51183,Courcy,1247.0,49.35,4.050003
Marne,51188,Courmas,214.0,49.15,3.949997
Marne,51223,Écollemont,61.0,48.65,4.75
Marne,51246,Favresse,222.0,48.75,4.75
Marne,51325,Lisse-en-Champagne,109.0,48.85,4.649994
Marne,51361,Le Meix-Tiercelin,166.0,48.65,4.449997
Marne,51438,Poix,71.0,48.95,4.649994
Marne,51488,Saint-Imoges,320.0,49.15,3.949997
Marne,51510,Saint-Quentin-les-Marais,119.0,48.75,4.649994
Marne,51579,Tréfols,178.0,48.85,3.550003
Marne,51598,Vauclerc,494.0,48.75,4.649994
Marne,51623,Ville-en-Selve,291.0,49.15,4.050003
Marne,51631,Villers-aux-Nœuds,297.0,49.15,3.949997
Haute-Marne,52034,Bailly-aux-Forges,139.0,48.45,4.949997
Haute-Marne,52088,Ceffonds,659.0,48.45,4.75
Haute-Marne,52114,Châteauvillain,1543.0,48.05,4.949997
Haute-Marne,52170,Dommarien,172.0,47.65,5.350006
Haute-Marne,52172,Dommartin-le-Saint-Père,282.0,48.45,4.949997
Haute-Marne,52204,Forcey,62.0,48.15,5.350006
Haute-Marne,52208,Fresnes-sur-Apance,156.0,47.95,5.850006
Haute-Marne,52273,Larivière-Arnoncourt,123.0,48.05,5.75
Haute-Marne,52305,Mandres-la-Côte,561.0,48.05,5.350006
Haute-Marne,52312,Mardor,56.0,47.85,5.25
Haute-Marne,52365,Orges,343.0,48.05,4.949997
Haute-Marne,52516,Verseilles-le-Haut,50.0,47.75,5.25
Haute-Marne,52538,Villiers-sur-Suize,261.0,47.95,5.25
Mayenne,53019,Bannes,118.0,47.95,-0.3499756
Mayenne,53022,La Bazouge-de-Chemeré,502.0,48.05,-0.4500122
Mayenne,53029,Bierné-les-Villages,1263.0,47.75,-0.5499878
Mayenne,53052,Champfrémont,283.0,48.45,-0.049987793
Mayenne,53091,Désertines,454.0,48.45,-0.8499756
Mayenne,53116,Le Horps,720.0,48.35,-0.4500122
Mayenne,53118,Le Housseau-Brétignolles,224.0,48.45,-0.5499878
Mayenne,53216,Saint-Fraimbault-de-Prières,967.0,48.35,-0.5499878
Mayenne,53229,Saint-Jean-sur-Mayenne,1647.0,48.15,-0.75
Mayenne,53238,Saint-Mars-sur-la-Futaie,515.0,48.45,-1.0499878
Mayenne,53251,Saint-Quentin-les-Anges,471.0,47.75,-0.8499756
Mayenne,53267,Vaiges,1166.0,48.05,-0.4500122
Meurthe-et-Moselle,54006,Agincourt,449.0,48.75,6.25
Meurthe-et-Moselle,54016,Andilly,286.0,48.75,5.850006
Meurthe-et-Moselle,54025,Art-sur-Meurthe,1660.0,48.65,6.25
Meurthe-et-Moselle,54055,Bayonville-sur-Mad,329.0,49.05,6.050003
Meurthe-et-Moselle,54071,Bezange-la-Grande,163.0,48.75,6.449997
Meurthe-et-Moselle,54091,Bouxières-sous-Froidmont,410.0,48.95,6.149994
Meurthe-et-Moselle,54150,Custines,3101.0,48.75,6.149994
Meurthe-et-Moselle,54195,Flainval,175.0,48.65,6.350006
Meurthe-et-Moselle,54269,Hudiviller,331.0,48.55,6.350006
Meurthe-et-Moselle,54270,Hussigny-Godbrange,3880.0,49.55,5.850006
Meurthe-et-Moselle,54277,Jeandelize,370.0,49.15,5.75
Meurthe-et-Moselle,54328,Ludres,6081.0,48.65,6.149994
Meurthe-et-Moselle,54329,Lunéville,17755.0,48.55,6.550003
Meurthe-et-Moselle,54339,Malzéville,7927.0,48.75,6.149994
Meurthe-et-Moselle,54430,Pompey,4836.0,48.75,6.149994
Meurthe-et-Moselle,54437,Pulligny,1146.0,48.55,6.149994
Meurthe-et-Moselle,54443,Raon-lès-Leau,38.0,48.55,7.149994
Meurthe-et-Moselle,54548,Vannes-le-Châtel,518.0,48.55,5.75
Meurthe-et-Moselle,54549,Varangéville,3578.0,48.65,6.350006
Meurthe-et-Moselle,54550,Vathiménil,319.0,48.55,6.649994
Meurthe-et-Moselle,54565,Vigneulles,232.0,48.55,6.350006
Meurthe-et-Moselle,54571,Ville-en-Vermois,592.0,48.65,6.25
Alpes-de-Haute-Provence,04035,Brunet,287.0,43.85,6.050003
Alpes-de-Haute-Provence,04053,Châteauneuf-Val-Saint-Donat,516.0,44.05,5.949997
Alpes-de-Haute-Provence,04093,Gigors,59.0,44.45,6.149994
Alpes-de-Haute-Provence,04113,Marcoux,454.0,44.15,6.25
Alpes-de-Haute-Provence,04118,Melve,123.0,44.35,5.949997
Alpes-de-Haute-Provence,04150,Piégut,208.0,44.45,6.149994
Alpes-de-Haute-Provence,04156,Puimichel,262.0,43.95,6.050003
Alpes-de-Haute-Provence,04171,Rougon,121.0,43.85,6.350006
Alpes-de-Haute-Provence,04172,Roumoules,735.0,43.85,6.149994
Hautes-Alpes,05008,Aspremont,366.0,44.45,5.75
Hautes-Alpes,05036,Châteauroux-les-Alpes,1212.0,44.65,6.449997
Hautes-Alpes,05058,Freissinières,197.0,44.75,6.449997
Hautes-Alpes,05098,Les Orres,519.0,44.45,6.550003
